,side_effect_name,stitch_id_flat
2936,Osteosarcoma metastatic,1
2937,Osteosclerosis,1
2938,Otitis externa,35
2939,Otitis media,111
2940,Otitis media acute,3
2941,Otitis media chronic,1
2942,Otorrhoea,1
2943,Otosalpingitis,1
2944,Ototoxicity,23
2945,Ovarian atrophy,1
2946,Ovarian cancer,23
2947,Ovarian cyst,32
2948,Ovarian disorder,14
2949,Ovarian enlargement,4
2950,Ovarian failure,5
2951,Ovarian germ cell teratoma benign,1
2952,Ovarian haemorrhage,1
2953,Ovarian hyperstimulation syndrome,11
2954,Ovarian neoplasm,2
2955,Overdose,9
2956,Ovulation disorder,1
2957,Ovulation pain,1
2958,Oxygen saturation decreased,13
2959,PCO2,2
2960,Pain,945
2961,Pain in extremity,293
2962,Pain in jaw,41
2963,Pain of skin,29
2964,Painful ejaculation,3
2965,Painful erection,3
2966,Painful respiration,5
2967,Pallor,147
2968,Palmar erythema,5
2969,Palmar-plantar erythrodysaesthesia syndrome,9
2970,Palpable purpura,1
2971,Palpitations,538
2972,Pancreatic abscess,1
2973,Pancreatic carcinoma,2
2974,Pancreatic disorder,5
2975,Pancreatic enzymes abnormal,1
2976,Pancreatic enzymes increased,3
2977,Pancreatic insufficiency,1
2978,Pancreatic necrosis,1
2979,Pancreatic neoplasm,2
2980,Pancreatic pseudocyst,3
2981,Pancreatitis,337
2982,Pancreatitis acute,62
2983,Pancreatitis chronic,2
2984,Pancreatitis haemorrhagic,10
2985,Pancreatitis necrotising,8
2986,Pancytopenia,423
2987,Panic attack,35
2988,Panic disorder,10
2989,Panic reaction,19
2990,Panniculitis,3
2991,Panophthalmitis,26
2992,Papillary muscle rupture,1
2993,Papillary thyroid cancer,2
2994,Papilloedema,46
2995,Papilloma,3
2996,Papule,18
2997,Paracoccidioides infection,1
2998,Paradoxical pressor response,2
2999,Paraesthesia,790
3000,Paraesthesia oral,65
3001,Paraesthesias and dysaesthesias,2
3002,Parainfluenzae virus infection,1
3003,Paralysis,108
3004,Paralysis flaccid,11
3005,Paranasal sinus hypersecretion,6
3006,Paranoia,102
3007,Paraparesis,11
3008,Paraplegia,19
3009,Paraproteinaemia,1
3010,Parasomnia,4
3011,Parathyroid disorder,9
3012,Parathyroid tumour,1
3013,Parathyroid tumour benign,1
3014,Paresis,46
3015,Parkinson's disease,14
3016,Parkinsonian gait,4
3017,Parkinsonian rest tremor,6
3018,Parkinsonism,67
3019,Paronychia,14
3020,Parosmia,92
3021,Parotid duct obstruction,1
3022,Parotid gland enlargement,21
3023,Parotid gland inflammation,1
3024,Parotitis,5
3025,Paroxysmal nocturnal haemoglobinuria,1
3026,Partial seizures,4
3027,Partner stress,5
3028,Patent ductus arteriosus,8
3029,Pathogen resistance,7
3030,Pathological gambling,13
3031,Pectus excavatum,1
3032,Pedal pulse decreased,1
3033,Peliosis hepatis,15
3034,Pelvi-ureteric obstruction,1
3035,Pelvic abscess,1
3036,Pelvic discomfort,5
3037,Pelvic fibrosis,2
3038,Pelvic fracture,1
3039,Pelvic haematoma,1
3040,Pelvic haemorrhage,1
3041,Pelvic infection,2
3042,Pelvic inflammatory disease,6
3043,Pelvic neoplasm,1
3044,Pelvic pain,85
3045,Pelvic venous thrombosis,7
3046,Pemphigoid,15
3047,Pemphigus,30
3048,Penile curvature,1
3049,Penile discharge,2
3050,Penile haematoma,1
3051,Penile haemorrhage,4
3052,Penile infection,2
3053,Penile oedema,4
3054,Penile pain,3
3055,Penile swelling,3
3056,Penis disorder,21
3057,Peptic ulcer,101
3058,Peptic ulcer haemorrhage,5
3059,Peptic ulcer perforation,3
3060,Performance status decreased,1
3061,Periarthritis,6
3062,Pericardial disease,1
3063,Pericardial effusion,52
3064,Pericardial haemorrhage,9
3065,Pericardial rub,1
3066,Pericarditis,63
3067,Pericarditis constrictive,3
3068,Perineal abscess,1
3069,Perineal injury,1
3070,Perineal pain,10
3071,Perinephric collection,1
3072,Periodontal destruction,2
3073,Periodontal disease,3
3074,Periodontitis,13
3075,Periorbital haematoma,4
3076,Periorbital oedema,51
3077,Periostitis,3
3078,Peripheral arterial occlusive disease,4
3079,Peripheral artery aneurysm,1
3080,Peripheral artery stenosis,2
3081,Peripheral artery thrombosis,1
3082,Peripheral coldness,60
3083,Peripheral embolism,7
3084,Peripheral ischaemia,44
3085,Peripheral motor neuropathy,18
3086,Peripheral nerve injury,2
3087,Peripheral nerve palsy,5
3088,Peripheral sensorimotor neuropathy,6
3089,Peripheral sensory neuropathy,37
3090,Peripheral vascular disorder,63
3091,Perirectal abscess,5
3092,Perirenal haematoma,1
3093,Peritoneal adhesions,1
3094,Peritoneal cloudy effluent,1
3095,Peritoneal haemorrhage,11
3096,Peritonitis,40
3097,Peritonitis bacterial,1
3098,Peritonsillar abscess,2
3099,Peritonsillitis,1
3100,Periventricular leukomalacia,2
3101,Peroneal nerve palsy,13
3102,Perseveration,3
3103,Persistent foetal circulation,1
3104,Personality change,26
3105,Personality disorder,52
3106,Pertussis,2
3107,Petechiae,127
3108,Petit mal epilepsy,7
3109,Peyronie's disease,16
3110,Phantom pain,1
3111,Pharyngeal disorder,7
3112,Pharyngeal erythema,2
3113,Pharyngeal haemorrhage,2
3114,Pharyngeal lesion,2
3115,Pharyngeal oedema,28
3116,Pharyngitis,413
3117,Pharyngitis streptococcal,13
3118,Phenylketonuria,3
3119,Phimosis,3
3120,Phlebitis,194
3121,Phlebitis superficial,9
3122,Phlebosclerosis,2
3123,Phobia,10
3124,Phonological disorder,1
3125,Phonophobia,2
3126,Photodermatosis,4
3127,Photoonycholysis,1
3128,Photophobia,171
3129,Photopsia,35
3130,Photosensitivity reaction,419
3131,Physical assault,6
3132,Pica,1
3133,Pigment dispersion syndrome,1
3134,Pigmentation disorder,44
3135,Piloerection,22
3136,Pilonidal cyst,2
3137,Pituitary haemorrhage,9
3138,Pituitary infarction,6
3139,Pituitary tumour,3
3140,Pituitary tumour benign,9
3141,Pituitary-dependent Cushing's syndrome,4
3142,Pityriasis lichenoides et varioliformis acuta,1
3143,Placental disorder,1
3144,Plantar erythema,1
3145,Plantar fasciitis,5
3146,Plasma cell leukaemia,1
3147,Plasma cell myeloma,12
3148,Plasmacytoma,12
3149,Plasmodium falciparum infection,2
3150,Platelet aggregation abnormal,1
3151,Platelet aggregation increased,1
3152,Platelet aggregation inhibition,1
3153,Platelet count abnormal,2
3154,Platelet count decreased,84
3155,Platelet count normal,1
3156,Platelet disorder,13
3157,Platelet dysfunction,1
3158,Platelet production decreased,1
3159,Plateletcrit decreased,1
3160,Pleural disorder,7
3161,Pleural effusion,122
3162,Pleural fibrosis,6
3163,Pleural infection,1
3164,Pleural rub,2
3165,Pleurisy,25
3166,Pleuritic pain,24
3167,Pleuropericarditis,3
3168,Pleurothotonus,2
3169,Pneumatosis,1
3170,Pneumatosis intestinalis,4
3171,Pneumocystis jirovecii infection,2
3172,Pneumocystis jirovecii pneumonia,13
3173,Pneumomediastinum,1
3174,Pneumonia,364
3175,Pneumonia anthrax,1
3176,Pneumonia aspiration,26
3177,Pneumonia bacterial,5
3178,Pneumonia cytomegaloviral,1
3179,Pneumonia fungal,2
3180,Pneumonia klebsiella,2
3181,Pneumonia mycoplasmal,1
3182,Pneumonia streptococcal,9
3183,Pneumopericardium,2
3184,Pneumoperitoneum,2
3185,Pneumothorax,79
3186,Poikilocytosis,1
3187,Poisoning,23
3188,Poliomyelitis,2
3189,Pollakiuria,375
3190,Polyarteritis nodosa,8
3191,Polyarthritis,7
3192,Polycystic ovaries,1
3193,Polycythaemia,26
3194,Polycythaemia vera,4
3195,Polydactyly,3
3196,Polydipsia,41
3197,Polydipsia psychogenic,1
3198,Polyhydramnios,1
3199,Polymenorrhoea,5
3200,Polymorphic light eruption,2
3201,Polymyalgia rheumatica,12
3202,Polymyositis,3
3203,Polyneuropathy,39
3204,Polyomavirus infections,3
3205,Polyomavirus-associated nephropathy,3
3206,Polyp,88
3207,Polyserositis,2
3208,Polyuria,220
3209,Poor peripheral circulation,4
3210,Poor quality sleep,13
3211,Porphyria acute,4
3212,Porphyria non-acute,24
3213,Porphyrin metabolism disorder,28
3214,Portal hypertension,4
3215,Portal vein thrombosis,5
3216,Post herpetic neuralgia,4
3217,Post lumbar puncture syndrome,2
3218,Post procedural complication,10
3219,Post procedural constipation,1
3220,Post procedural diarrhoea,1
3221,Post procedural discharge,1
3222,Post procedural haematoma,2
3223,Post procedural haemorrhage,26
3224,Post procedural infection,9
3225,Post procedural oedema,1
3226,Post procedural swelling,2
3227,Post thrombotic syndrome,2
3228,Post transplant lymphoproliferative disorder,2
3229,Post-traumatic neck syndrome,1
3230,Post-traumatic pain,3
3231,Post-tussive vomiting,1
3232,Posterior capsule opacification,1
3233,Posterior reversible encephalopathy syndrome,20
3234,Postictal state,1
3235,Postinfarction angina,1
3236,Postmenopausal haemorrhage,1
3237,Postoperative fever,1
3238,Postoperative ileus,1
3239,Postoperative wound complication,3
3240,Postoperative wound infection,5
3241,Postpartum disorder,1
3242,Postpartum haemorrhage,2
3243,Postural orthostatic tachycardia syndrome,2
3244,Posture abnormal,2
3245,Potassium imbalance,1
3246,Pre-eclampsia,2
3247,Pre-existing disease,7
3248,Precocious puberty,11
3249,Pregnancy,72
3250,Pregnancy test false positive,9
3251,Pregnancy test positive,2
3252,Prehypertension,1
3253,Premature baby,3
3254,Premature delivery,3
3255,Premature ejaculation,8
3256,Premature labour,6
3257,Premature menopause,3
3258,Premature rupture of membranes,2
3259,Premature separation of placenta,1
3260,Premenstrual syndrome,26
3261,Presbyopia,1
3262,Pressure of speech,1
3263,Presyncope,36
3264,Priapism,68
3265,Primary hypothyroidism,2
3266,Prinzmetal angina,7
3267,Procedural complication,13
3268,Procedural haemorrhage,8
3269,Procedural hypertension,3
3270,Procedural hypotension,3
3271,Procedural nausea,6
3272,Procedural pain,41
3273,Procedural site reaction,2
3274,Proctalgia,67
3275,Proctitis,25
3276,Proctitis herpes,1
3277,Proctitis ulcerative,1
3278,Proctocolitis,27
3279,Product taste abnormal,2
3280,Productive cough,25
3281,Progesterone,2
3282,Progressive multifocal leukoencephalopathy,15
3283,Prolactinoma,1
3284,Prolonged labour,2
3285,Prostate cancer,27
3286,Prostate cancer metastatic,1
3287,Prostate examination abnormal,2
3288,Prostate induration,2
3289,Prostate infection,2
3290,Prostatic acid phosphatase increased,1
3291,Prostatic adenoma,3
3292,Prostatic disorder,51
3293,Prostatic dysplasia,3
3294,Prostatic pain,2
3295,Prostatic specific antigen increased,12
3296,Prostatism,3
3297,Prostatitis,20
3298,Prostatomegaly,10
3299,Protein C deficiency,1
3300,Protein total decreased,9
3301,Protein urine present,150
3302,Protein-losing gastroenteropathy,1
3303,Proteinuria,143
3304,Prothrombin level abnormal,2
3305,Prothrombin level decreased,19
3306,Prothrombin level increased,59
3307,Prothrombin time abnormal,1
3308,Prothrombin time ratio,1
3309,Prothrombin time shortened,9
3310,Protrusion tongue,17
3311,Prurigo,63
3312,Pruritus,1027
3313,Pruritus NEC,1
3314,Pruritus generalised,48
3315,Pruritus genital,62
3316,Pseudo-Bartter syndrome,1
3317,Pseudocholinesterase deficiency,2
3318,Pseudodementia,1
3319,Pseudofolliculitis barbae,1
3320,Pseudohyperkalaemia,1
3321,Pseudolymphoma,16
3322,Pseudomembranous colitis,79
3323,Pseudomonal sepsis,1
3324,Pseudomonas infection,3
3325,Pseudomononucleosis,2
3326,Pseudoporphyria,7
3327,Psoriasis,93
3328,Psoriatic arthropathy,1
3329,Psychiatric decompensation,1
3330,Psychiatric evaluation abnormal,1
3331,Psychiatric symptom,12
3332,Psychomotor retardation,15
3333,Psychomotor skills impaired,7
3334,Psychosexual disorder,2
3335,Psychosomatic disease,2
3336,Psychotic behaviour,7
3337,Psychotic disorder,273
3338,Pterygium,1
3339,Puberty,3
3340,Puerperal pyrexia,2
3341,Pulmonary alveolar haemorrhage,5
3342,Pulmonary arterial hypertension,3
3343,Pulmonary congestion,34
3344,Pulmonary embolism,186
3345,Pulmonary eosinophilia,29
3346,Pulmonary fibrosis,63
3347,Pulmonary function test abnormal,1
3348,Pulmonary function test decreased,100
3349,Pulmonary granuloma,1
3350,Pulmonary haemorrhage,30
3351,Pulmonary hypertension,42
3352,Pulmonary hypoplasia,1
3353,Pulmonary infarction,3
3354,Pulmonary mass,4
3355,Pulmonary microemboli,1
3356,Pulmonary oedema,198
3357,Pulmonary oil microembolism,1
3358,Pulmonary ossification,1
3359,Pulmonary thrombosis,3
3360,Pulmonary toxicity,24
3361,Pulmonary valve incompetence,1
3362,Pulmonary vasculitis,2
3363,Pulmonary veno-occlusive disease,2
3364,Pulpitis dental,2
3365,Pulse abnormal,6
3366,Pulse absent,2
3367,Pulse pressure decreased,5
3368,Pulseless electrical activity,2
3369,Punctate keratitis,30
3370,Puncture site haemorrhage,4
3371,Puncture site pain,1
3372,Puncture site reaction,1
3373,Pupillary deformity,1
3374,Pupillary disorder,3
3375,Pupillary reflex impaired,1
3376,Pupils unequal,6
3377,Purine metabolism disorder,1
3378,Purple glove syndrome,1
3379,Purpura,240
3380,Purpura fulminans,1
3381,Purpura non-thrombocytopenic,13
3382,Purpura senile,1
3383,Pustular psoriasis,9
3384,Pyelonephritis,46
3385,Pyelonephritis acute,1
3386,Pyelonephritis chronic,1
3387,Pyloric stenosis,3
3388,Pyoderma,8
3389,Pyoderma gangrenosum,3
3390,Pyogenic granuloma,3
3391,Pyometra,1
3392,Pyramidal tract syndrome,1
3393,Pyuria,41
3394,QRS axis abnormal,3
3395,Quadriparesis,5
3396,Quadriplegia,4
3397,Radial nerve palsy,4
3398,Radiation injury,7
3399,Radiation myelopathy,1
3400,Radiation oesophagitis,1
3401,Radiation pneumonitis,8
3402,Radiation skin injury,2
3403,Radicular pain,1
3404,Radiculitis,1
3405,Radiculopathy,6
3406,Radius fracture,1
3407,Rales,51
3408,Rash,1250
3409,Rash erythematous,114
3410,Rash follicular,13
3411,Rash generalised,55
3412,Rash macular,52
3413,Rash maculo-papular,179
3414,Rash morbilliform,5
3415,Rash papular,46
3416,Rash pustular,142
3417,Rash scarlatiniform,1
3418,Rash vesicular,20
3419,Raynaud's phenomenon,7
3420,Reaction to drug excipients,1
3421,Rebound effect,2
3422,Recall phenomenon,22
3423,Rectal abscess,1
3424,Rectal cancer,1
3425,Rectal discharge,3
3426,Rectal haemorrhage,143
3427,Rectal polyp,4
3428,Rectal prolapse,1
3429,Rectal spasm,1
3430,Rectal tenesmus,48
3431,Rectal ulcer,2
3432,Rectocele,1
3433,Recurrence of neuromuscular blockade,1
3434,Red blood cell abnormality,8
3435,Red blood cell count decreased,13
3436,Red blood cell count increased,5
3437,Red blood cell disorders,23
3438,Red blood cell sedimentation rate increased,30
3439,Red blood cells semen positive,1
3440,Red cell distribution width increased,1
3441,Red man syndrome,4
3442,Reflexes abnormal,7
3443,Reflux gastritis,1
3444,Refraction disorder,14
3445,Refractory anaemia with an excess of blasts,2
3446,Refractory cytopenia with unilineage dysplasia,2
3447,Regurgitation,28
3448,Relapsing fever,1
3449,Renal abscess,3
3450,Renal aplasia,3
3451,Renal artery stenosis,7
3452,Renal artery thrombosis,1
3453,Renal cancer,2
3454,Renal cell carcinoma,5
3455,Renal colic,16
3456,Renal cortical necrosis,1
3457,Renal cyst,11
3458,Renal failure,456
3459,Renal failure acute,232
3460,Renal failure chronic,32
3461,Renal function test abnormal,5
3462,Renal graft loss,4
3463,Renal haemorrhage,1
3464,Renal impairment,267
3465,Renal infarct,3
3466,Renal mass,1
3467,Renal neoplasm,4
3468,Renal pain,69
3469,Renal papillary necrosis,7
3470,Renal rickets,1
3471,Renal tubular acidosis,10
3472,Renal tubular disorder,16
3473,Renal tubular necrosis,38
3474,Renal vasculitis,2
3475,Renal vein thrombosis,1
3476,Renovascular hypertension,1
3477,Reperfusion injury,1
3478,Repetitive speech,2
3479,Repetitive strain injury,1
3480,Reproductive system haemorrhages,1
3481,Reproductive toxicity,2
3482,Reproductive tract disorder,3
3483,Residual urine volume,2
3484,Respiration abnormal,16
3485,Respiratory acidosis,8
3486,Respiratory alkalosis,10
3487,Respiratory arrest,55
3488,Respiratory depression,98
3489,Respiratory depth increased,1
3490,Respiratory disorder,16
3491,Respiratory disorder neonatal,1
3492,Respiratory disorders NEC,1
3493,Respiratory distress,91
3494,Respiratory failure,169
3495,Respiratory moniliasis,3
3496,Respiratory paralysis,9
3497,Respiratory rate decreased,11
3498,Respiratory syncytial virus infection,2
3499,Respiratory tract congestion,49
3500,Respiratory tract haemorrhage,4
3501,Respiratory tract infection,83
3502,Respiratory tract infection viral,5
3503,Respiratory tract oedema,2
3504,Restless legs syndrome,28
3505,Restrictive cardiomyopathy,2
3506,Retained placenta or membranes,1
3507,Retching,39
3508,Reticulocytopenia,2
3509,Reticulocytosis,8
3510,Reticuloendothelial system stimulated,1
3511,Retinal aneurysm,1
3512,Retinal artery occlusion,8
3513,Retinal degeneration,10
3514,Retinal depigmentation,3
3515,Retinal deposits,1
3516,Retinal detachment,30
3517,Retinal disorder,47
3518,Retinal exudates,6
3519,Retinal haemorrhage,38
3520,Retinal injury,1
3521,Retinal ischaemia,2
3522,Retinal oedema,6
3523,Retinal pigment epithelial tear,1
3524,Retinal pigmentation,3
3525,Retinal scar,1
3526,Retinal tear,4
3527,Retinal toxicity,4
3528,Retinal vascular disorder,9
3529,Retinal vascular occlusion,3
3530,Retinal vascular thrombosis,9
3531,Retinal vein occlusion,12
3532,Retinal vein thrombosis,12
3533,Retinitis,8
3534,Retinogram abnormal,1
3535,Retinoic acid syndrome,3
3536,Retinopathy of prematurity,4
3537,Retinopathy proliferative,1
3538,Retrograde amnesia,6
3539,Retrograde ejaculation,8
3540,Retroperitoneal fibrosis,11
3541,Retroperitoneal haematoma,1
3542,Retroperitoneal haemorrhage,24
3543,Reversible ischaemic neurological deficit,1
3544,Reye's syndrome,4
3545,Rhabdomyolysis,142
3546,Rheumatic disorder,4
3547,Rheumatoid arthritis,36
3548,Rhinalgia,7
3549,Rhinitis,420
3550,Rhinitis allergic,30
3551,Rhinitis atrophic,1
3552,Rhinitis perennial,5
3553,Rhinitis seasonal,28
3554,Rhinitis ulcerative,1
3555,Rhinorrhoea,126
3556,Rhonchi,15
3557,Rhythm idioventricular,6
3558,Rib fracture,3
3559,Rickets,2
3560,Right ventricular failure,10
3561,Risus sardonicus,2
3562,Road traffic accident,17
3563,Rosacea,26
3564,Rotator cuff syndrome,2
3565,Rubber sensitivity,1
3566,Sacroiliitis,2
3567,Saliva altered,7
3568,Salivary duct obstruction,1
3569,Salivary gland conditions,1
3570,Salivary gland disorder,2
3571,Salivary gland enlargement,33
3572,Salivary gland pain,3
3573,Salivary hypersecretion,172
3574,Salmonella sepsis,1
3575,Salmonellosis,1
3576,Salpingitis,13
3577,Sarcoidosis,6
3578,Sarcoma,4
3579,Sarcoma uterus,2
3580,Scab,35
3581,Scar,2
3582,Scar pain,1
3583,Schizoaffective disorder,1
3584,Schizophrenia,16
3585,Schizophreniform disorder,6
3586,Sciatica,33
3587,Scintillating scotoma,2
3588,Scleral discolouration,2
3589,Scleral disorder,1
3590,Scleral haemorrhage,3
3591,Scleral hyperaemia,7
3592,Scleral pigmentation,1
3593,Scleral thinning,6
3594,Scleritis,15
3595,Scleroderma,14
3596,Scleromalacia,1
3597,Sclerosing encapsulating peritonitis,1
3598,Scoliosis,2
3599,Scotoma,111
3600,Scratch,2
3601,Screaming,1
3602,Scrotal disorder,1
3603,Scrotal erythema,3
3604,Scrotal oedema,17
3605,Scrotal pain,2
3606,Scrotal swelling,1
3607,Scrotal ulcer,2
3608,Seasonal allergy,27
3609,Sebaceous gland disorder,1
3610,Sebaceous hyperplasia,1
3611,Seborrhoeic dermatitis,103
3612,Seborrhoeic keratosis,10
3613,Secondary adrenocortical insufficiency,25
3614,Secondary hypertension,1
3615,Secondary hypogonadism,2
3616,Secondary syphilis,1
3617,Sedation,15
3618,Self injurious behaviour,5
3619,Self-injurious ideation,7
3620,Semen analysis abnormal,4
3621,Semen volume decreased,1
3622,Senile ankylosing vertebral hyperostosis,1
3623,Sensation of blood flow,1
3624,Sensation of foreign body,40
3625,Sensation of heaviness,14
3626,Sensation of pressure,7
3627,Sense of oppression,1
3628,Sensitisation,41
3629,Sensitivity of teeth,4
3630,Sensorimotor disorder,1
3631,Sensory disturbance,33
3632,Sensory loss,131
3633,Sepsis,217
3634,Sepsis neonatal,1
3635,Septic arthritis streptobacillus,2
3636,Septic shock,38
3637,Seroma,2
3638,Serositis,9
3639,Serotonin syndrome,41
3640,Serum ferritin decreased,1
3641,Serum ferritin increased,2
3642,Serum sickness,66
3643,Serum sickness-like reaction,12
3644,Severe acute respiratory syndrome,2
3645,Sexual desire disorders,1
3646,Sexual dysfunction,75
3647,Sexually active,2
3648,Sexually transmitted disease,3
3649,Shift to the left,1
3650,Shock,764
3651,Shock haemorrhagic,1
3652,Shock hypoglycaemic,1
3653,Shortened cervix,1
3654,Shunt thrombosis,1
3655,Sialoadenitis,27
3656,Sick sinus syndrome,10
3657,Sickle cell anaemia,2
3658,Sickle cell anaemia with crisis,3
3659,Sideroblastic anaemia,2
3660,Single umbilical artery,1
3661,Sinoatrial block,7
3662,Sinobronchitis,1
3663,Sinus arrest,22
3664,Sinus arrhythmia,19
3665,Sinus bradycardia,64
3666,Sinus congestion,67
3667,Sinus disorder,7
3668,Sinus headache,43
3669,Sinus operation,2
3670,Sinus rhythm,1
3671,Sinus tachycardia,49
3672,Sinusitis,376
3673,Sinusitis bacterial,1
3674,Sjogren's syndrome,8
3675,Skeletal injury,2
3676,Skin atrophy,58
3677,Skin bacterial infection,5
3678,Skin burning sensation,25
3679,Skin cancer,42
3680,Skin candida,9
3681,Skin depigmentation,9
3682,Skin discolouration,149
3683,Skin discomfort,9
3684,Skin disorder,782
3685,Skin erosion,1
3686,Skin exfoliation,194
3687,Skin fibrosis,1
3688,Skin fissures,9
3689,Skin fragility,6
3690,Skin haemorrhage,9
3691,Skin hyperpigmentation,89
3692,Skin hypertrophy,46
3693,Skin induration,4
3694,Skin infection,35
3695,Skin irritation,58
3696,Skin lesion,34
3697,Skin maceration,1
3698,Skin mass,38
3699,Skin necrosis,48
3700,Skin odour abnormal,38
3701,Skin oedema,5
3702,Skin papilloma,40
3703,Skin reaction,4
3704,Skin sensitisation,4
3705,Skin striae,59
3706,Skin swelling,2
3707,Skin tightness,8
3708,Skin toxicity,12
3709,Skin ulcer,118
3710,Skin warm,4
3711,Skin wrinkling,6
3712,Skull malformation,2
3713,Sleep apnoea syndrome,20
3714,Sleep attacks,2
3715,Sleep disorder,227
3716,Sleep paralysis,3
3717,Sleep phase rhythm disturbance,3
3718,Sleep talking,5
3719,Sleep terror,3
3720,Slow speech,1
3721,Sluggishness,13
3722,Small bowel angioedema,4
3723,Small cell lung cancer,1
3724,Small intestinal obstruction,8
3725,Small intestinal perforation,1
3726,Small intestine ulcer,1
3727,Smear cervix abnormal,10
3728,Smear cervix normal,1
3729,Sneezing,92
3730,Snoring,12
3731,Social avoidant behaviour,2
3732,Soft tissue disorder,2
3733,Soft tissue infection,2
3734,Soft tissue inflammation,1
3735,Soft tissue injury,6
3736,Soft tissue necrosis,2
3737,Solar dermatitis,1
3738,Solar lentigo,2
3739,Somatic hallucination,1
3740,Somatoform disorder,2
3741,Somnambulism,18
3742,Somnolence,854
3743,Somnolence neonatal,1
3744,Spasmodic dysphonia,1
3745,Spastic paralysis,1
3746,Speech and language abnormalities,3
3747,Speech disorder,127
3748,Sperm concentration,1
3749,Sperm concentration decreased,5
3750,Spermatocele,3
3751,Spermatogenesis abnormal,1
3752,Spermatozoa abnormal,2
3753,Sphincter of Oddi dysfunction,1
3754,Spina bifida,1
3755,Spina bifida occulta,1
3756,Spinal anaesthesia,5
3757,Spinal compression fracture,19
3758,Spinal cord compression,9
3759,Spinal cord disorder,6
3760,Spinal cord haemorrhage,2
3761,Spinal cord infarction,1
3762,Spinal cord injury,7
3763,Spinal cord paralysis,1
3764,Spinal disorder,1
3765,Spinal epidural haematoma,2
3766,Spinal fracture,4
3767,Spinal haematoma,5
3768,Spinal osteoarthritis,2
3769,Spine malformation,4
3770,Spleen disorder,4
3771,Spleen palpable,1
3772,Splenic infarction,5
3773,Splenic peliosis,1
3774,Splenic rupture,3
3775,Splenomegaly,35
3776,Splinter haemorrhages,1
3777,Spondylitis,2
3778,Spondyloarthropathy,3
3779,Spontaneous haematoma,1
3780,Spontaneous penile erection,6
3781,Sports injury,1
3782,Sputum discoloured,2
3783,Sputum increased,30
3784,Sputum purulent,2
3785,Squamous cell carcinoma,23
3786,Squamous cell carcinoma of lung,1
3787,Squamous cell carcinoma of skin,5
3788,Staphylococcal bacteraemia,7
3789,Staphylococcal infection,19
3790,Staphylococcal scalded skin syndrome,1
3791,Staphylococcal skin infection,1
3792,Stargardt's disease,1
3793,Staring,1
3794,Status asthmaticus,6
3795,Status epilepticus,24
3796,Steatorrhoea,11
3797,Stereotypy,5
3798,Steroid withdrawal syndrome,8
3799,Stevens-Johnson syndrome,345
3800,Sticky skin,21
3801,Stillbirth,14
3802,Stomach dilation procedure,3
3803,Stomatitis,471
3804,Stomatitis necrotising,1
3805,Strabismus,4
3806,Strangury,26
3807,Streptobacillary fever,2
3808,Streptococcal infection,3
3809,Streptococcal sepsis,2
3810,Stress,12
3811,Stress at work,1
3812,Stress fracture,1
3813,Stridor,39
3814,Stroke volume increased,1
3815,Strongyloidiasis,1
3816,Stupor,100
3817,Subacute endocarditis,2
3818,Subarachnoid haemorrhage,24
3819,Subconjunctival cyst,1
3820,Subcutaneous abscess,6
3821,Subcutaneous haematoma,4
3822,Subdural effusion,1
3823,Subdural haematoma,23
3824,Subileus,15
3825,Submandibular mass,1
3826,Substance abuse,5
3827,Substance-induced psychotic disorder,1
3828,Sudden cardiac death,8
3829,Sudden death,71
3830,Sudden hearing loss,5
3831,Sudden infant death syndrome,2
3832,Sudden onset of sleep,6
3833,Sudden unexplained death in epilepsy,2
3834,Sudden visual loss,3
3835,Suicidal behaviour,26
3836,Suicidal ideation,95
3837,Suicide attempt,71
3838,Sulphaemoglobinaemia,3
3839,Sunburn,31
3840,Superinfection,28
3841,Superior sagittal sinus thrombosis,1
3842,Superior vena cava syndrome,1
3843,Supernumerary nipple,3
3844,Suppressed lactation,2
3845,Suprapubic pain,1
3846,Supraventricular extrasystoles,43
3847,Supraventricular tachyarrhythmia,2
3848,Supraventricular tachycardia,93
3849,Surgery,25
3850,Suspiciousness,1
3851,Suture related complication,1
3852,Sweat gland disorder,2
3853,Sweat gland tumour,1
3854,Swelling,219
3855,Swelling face,55
3856,Swollen tongue,38
3857,Sympathomimetic effect,2
3858,Syncope,543
3859,Syndactyly,1
3860,Synovial cyst,2
3861,Synovitis,12
3862,Syphilis,1
3863,Systemic candida,1
3864,Systemic inflammatory response syndrome,2
3865,Systemic lupus erythematosus,97
3866,Systemic lupus erythematosus rash,1
3867,Systemic mycosis,1
3868,Systolic hypertension,4
3869,T-cell lymphoma,1
3870,Tachyarrhythmia,16
3871,Tachycardia,652
3872,Tachycardia foetal,3
3873,Tachyphylaxis,3
3874,Tachypnoea,43
3875,Talipes,6
3876,Tandem gait test abnormal,1
3877,Tardive dyskinesia,44
3878,Taste disorders,36
3879,Tearfulness,10
3880,Teething,2
3881,Telangiectasia,38
3882,Temperature intolerance,16
3883,Temperature regulation disorder,1
3884,Temporal arteritis,1
3885,Temporomandibular joint syndrome,2
3886,Tenderness,126
3887,Tendinous contracture,7
3888,Tendon disorder,28
3889,Tendon injury,1
3890,Tendon pain,4
3891,Tendon rupture,31
3892,Tendonitis,47
3893,Tenosynovitis,42
3894,Tension,478
3895,Tension headache,13
3896,Teratogenicity,18
3897,Terminal insomnia,9
